UniProt,Position,Target
Q6ZVL6,713,NP
Q6ZVL6,715,NP
Q6ZVL6,743,NP
Q6ZVL6,876,NP
Q6ZVL6,884,NP
Q6ZVL6,885,NP
Q6ZVL6,893,NP
Q6ZVL6,905,NP
Q6ZVL6,938,NP
Q6ZVL6,1003,NP
Q6ZVL6,1032,NP
Q6ZVL6,1035,NP
Q6ZVL6,1046,NP
Q6ZVL6,1058,NP
Q6ZVL6,1110,NP
Q6ZVL6,1131,NP
Q6ZVL6,1132,NP
Q6ZVL6,1135,NP
Q6ZVL6,1436,NP
Q6ZVL6,1471,NP
Q6ZVL6,1505,NP
Q6ZVL6,1526,NP
Q6ZVL6,1579,NP
Q6ZVL6,1587,NP
Q6ZVL6,1611,NP
Q6ZVL6,1616,NP
Q6ZVL6,1618,NP
Q6ZVL6,1625,NP
Q6ZVL6,1704,NP
Q6ZVL6,1726,NP
Q6ZVL6,1735,NP
Q6ZVL6,1743,NP
Q6ZVL6,1762,NP
Q6ZVL6,1766,NP
Q6ZVL6,1771,NP
Q6ZVL6,1783,NP
Q8WUA4,8,NP
Q8WUA4,194,NP
Q8WUA4,324,NP
Q8WUA4,348,NP
Q8WUA4,372,NP
Q8WUA4,414,NP
Q8WUA4,461,NP
Q8WUA4,533,NP
Q8WUA4,575,NP
Q8WUA4,576,NP
Q8WUA4,604,NP
Q8WUA4,667,NP
Q8WUA4,678,NP
Q8WUA4,681,NP
Q8WUA4,688,NP
Q8WUA4,693,NP
Q8WUA4,699,NP
Q8WUA4,755,NP
Q8WUA4,762,NP
Q8WUA4,787,NP
Q8WUA4,795,NP
Q8WUA4,849,NP
Q9UKY1,70,NP
Q9UKY1,74,NP
Q9UKY1,102,NP
Q9UKY1,114,NP
Q9UKY1,124,NP
Q9UKY1,308,NP
Q9UKY1,323,NP
Q9UKY1,483,NP
Q9UKY1,517,NP
Q9UKY1,690,NP
Q9UKY1,713,NP
Q9UKY1,723,NP
Q9UKY1,724,NP
Q9UKY1,725,NP
Q9UKY1,726,NP
Q9UKY1,788,NP
Q9UKY1,811,NP
Q9ULJ7,24,NP
Q9ULJ7,143,NP
Q9ULJ7,188,NP
Q9ULJ7,261,NP
Q9ULJ7,269,NP
Q9ULJ7,305,NP
Q9ULJ7,334,NP
Q9ULJ7,370,NP
Q9ULJ7,409,NP
Q9ULJ7,425,NP
Q9ULJ7,440,NP
Q9ULJ7,554,NP
Q9ULJ7,632,NP
Q9ULJ7,686,NP
Q9ULJ7,757,NP
Q9ULJ7,893,NP
Q9ULJ7,911,NP
Q9ULJ7,951,NP
Q9ULJ7,964,NP
Q9ULJ7,1001,NP
Q9ULJ7,1100,NP
Q9ULJ7,1397,NP
Q9ULJ7,1423,NP
Q9UBK9,20,NP
Q9UBK9,49,NP
Q9UBK9,68,NP
Q9UBK9,90,NP
Q9UBK9,95,NP
P13765,42,NP
P13765,109,NP
P13765,128,NP
P13765,149,NP
P13765,197,NP
P13765,220,NP
P13765,253,NP
Q9H0I3,35,NP
Q9H0I3,50,NP
Q9H0I3,51,NP
Q9H0I3,74,NP
Q9H0I3,174,NP
Q9H0I3,260,NP
Q9H0I3,324,NP
Q9H0I3,373,NP
Q9Y697,60,NP
Q9Y697,80,NP
Q9Y697,84,NP
Q9Y697,85,NP
Q9Y697,95,NP
Q9Y697,142,NP
Q9Y697,175,NP
Q9Y697,228,NP
Q9Y697,260,NP
Q9Y697,317,NP
Q9Y697,350,NP
Q9Y697,360,NP
Q9Y697,390,NP
A1IGU5,45,NP
A1IGU5,118,NP
A1IGU5,121,NP
A1IGU5,125,NP
A1IGU5,135,NP
A1IGU5,213,NP
A1IGU5,293,NP
A1IGU5,302,NP
A1IGU5,308,NP
A1IGU5,320,NP
A1IGU5,386,NP
A1IGU5,395,NP
A1IGU5,505,NP
A1IGU5,558,NP
A1IGU5,567,NP
A1IGU5,611,NP
Q9UHQ4,13,NP
Q9UHQ4,73,NP
Q9UHQ4,105,NP
Q14669,569,NP
Q14669,725,NP
Q14669,843,NP
Q14669,846,NP
Q14669,867,NP
Q14669,920,NP
Q14669,1104,NP
Q14669,1301,NP
Q14669,1307,NP
Q14669,1347,NP
Q14669,1355,NP
Q14669,1360,NP
Q14669,1398,NP
Q14669,1453,NP
Q14669,1484,NP
Q14669,1486,NP
Q14669,1487,NP
Q14669,1489,NP
Q14669,1552,NP
Q14669,1620,NP
Q14669,1635,NP
Q14669,1669,NP
Q14669,1723,NP
Q14669,1750,NP
Q14669,1775,NP
Q14669,1821,NP
Q14669,1856,NP
Q14669,1858,NP
Q14669,1889,NP
Q14669,1962,NP
Q14669,1968,NP
P68036,46,NP
P68036,61,NP
Q99735,33,NP
Q99735,60,NP
Q99735,73,NP
Q99735,86,NP
Q99735,88,NP
Q99735,93,NP
Q99735,97,NP
Q99735,134,NP
O95190,58,NP
O95190,83,NP
O95190,179,NP
Q8NFJ8,271,NP
Q8NFJ8,292,NP
Q8NFJ8,309,NP
Q8NFJ8,341,NP
Q8NFJ8,347,NP
P19878,47,NP
P19878,74,NP
P19878,81,NP
P19878,87,NP
P19878,109,NP
P19878,131,NP
P19878,172,NP
P19878,198,NP
P19878,352,NP
P19878,358,NP
P19878,360,NP
P19878,372,NP
P19878,394,NP
P19878,420,NP
P19878,468,NP
Q86XP1,86,NP
Q86XP1,95,NP
Q86XP1,96,NP
Q86XP1,162,NP
Q86XP1,179,NP
Q86XP1,294,NP
Q86XP1,433,NP
Q86XP1,462,NP
Q86XP1,484,NP
Q86XP1,488,NP
Q86XP1,530,NP
Q86XP1,692,NP
Q86XP1,765,NP
Q86XP1,774,NP
Q86XP1,808,NP
Q86XP1,821,NP
Q86XP1,836,NP
Q86XP1,853,NP
Q86XP1,977,NP
Q86XP1,1058,NP
Q86XP1,1102,NP
Q86XP1,1103,NP
Q86XP1,1168,NP
Q9Y5X2,107,NP
Q9Y5X2,110,NP
Q9Y5X2,229,NP
Q9Y5X2,327,NP
Q9Y5X2,349,NP
Q9Y5X2,391,NP
Q9Y5X2,395,NP
Q9Y5X2,407,NP
Q5BKX8,177,NP
Q5BKX8,178,NP
Q5BKX8,310,NP
A6NKD9,319,NP
A6NKD9,342,NP
O43556,51,NP
O43556,66,NP
O43556,74,NP
O43556,94,NP
O43556,103,NP
O43556,109,NP
O43556,115,NP
O43556,134,NP
O43556,160,NP
O43556,223,NP
O43556,267,NP
O43556,285,NP
O43556,301,NP
O43556,313,NP
O43556,314,NP
O43556,436,NP
Q13352,169,NP
Q8IZT6,376,NP
Q8IZT6,403,NP
Q8IZT6,544,NP
Q8IZT6,558,NP
Q8IZT6,691,NP
Q8IZT6,819,NP
Q8IZT6,832,NP
Q8IZT6,865,NP
Q8IZT6,874,NP
Q8IZT6,899,NP
Q8IZT6,1109,NP
Q8IZT6,1127,NP
Q8IZT6,1146,NP
Q8IZT6,1151,NP
Q8IZT6,1155,NP
Q8IZT6,1206,NP
Q8IZT6,1252,NP
Q8IZT6,1280,NP
Q8IZT6,1357,NP
Q8IZT6,1372,NP
Q8IZT6,1373,NP
Q8IZT6,1390,NP
Q8IZT6,1393,NP
Q8IZT6,1407,NP
Q8IZT6,1475,NP
Q8IZT6,1486,NP
Q8IZT6,1507,NP
Q8IZT6,1520,NP
Q8IZT6,1521,NP
Q8IZT6,1524,NP
Q8IZT6,1534,NP
Q8IZT6,1569,NP
Q8IZT6,1602,NP
Q8IZT6,1619,NP
Q8IZT6,1629,NP
Q8IZT6,1652,NP
Q8IZT6,1669,NP
Q8IZT6,1698,NP
Q8IZT6,1712,NP
Q8IZT6,1725,NP
Q8IZT6,1742,NP
Q8IZT6,1761,NP
Q8IZT6,1771,NP
Q8IZT6,1775,NP
Q8IZT6,1784,NP
Q8IZT6,1785,NP
Q8IZT6,1788,NP
Q8IZT6,1812,NP
Q8IZT6,1815,NP
Q8IZT6,1838,NP
Q8IZT6,1858,NP
Q8IZT6,1861,NP
Q8IZT6,1885,NP
Q8IZT6,1980,NP
Q8IZT6,1981,NP
Q8IZT6,2003,NP
Q8IZT6,2004,NP
Q8IZT6,2007,NP
Q8IZT6,2017,NP
Q8IZT6,2031,NP
Q8IZT6,2054,NP
Q8IZT6,2057,NP
Q8IZT6,2066,NP
Q8IZT6,2077,NP
Q8IZT6,2090,NP
Q8IZT6,2153,NP
Q8IZT6,2154,NP
Q8IZT6,2163,NP
Q8IZT6,2200,NP
Q8IZT6,2203,NP
Q8IZT6,2208,NP
Q8IZT6,2223,NP
Q8IZT6,2296,NP
Q8IZT6,2322,NP
Q8IZT6,2354,NP
Q8IZT6,2368,NP
Q8IZT6,2381,NP
Q8IZT6,2452,NP
Q8IZT6,2468,NP
Q8IZT6,2494,NP
Q8IZT6,2497,NP
Q8IZT6,2514,NP
Q8IZT6,2517,NP
Q8IZT6,2527,NP
Q8IZT6,2541,NP
Q8IZT6,2564,NP
Q8IZT6,2567,NP
Q8IZT6,2587,NP
Q8IZT6,2644,NP
Q8IZT6,2658,NP
Q8IZT6,2699,NP
Q8IZT6,2708,NP
Q8IZT6,2721,NP
Q8IZT6,2722,NP
Q8IZT6,2725,NP
Q8IZT6,2778,NP
Q8IZT6,2784,NP
Q8IZT6,2798,NP
Q8IZT6,2811,NP
Q8IZT6,2852,NP
Q8IZT6,2869,NP
Q8IZT6,2882,NP
Q8IZT6,2893,NP
Q8IZT6,2906,NP
Q8IZT6,2946,NP
Q8IZT6,2951,NP
Q8IZT6,2965,NP
Q8IZT6,2989,NP
Q8IZT6,3040,NP
Q8IZT6,3043,NP
Q8IZT6,3062,NP
Q8IZT6,3076,NP
Q8IZT6,3116,NP
Q8IZT6,3117,NP
Q8IZT6,3128,NP
Q8IZT6,3131,NP
Q8IZT6,3164,NP
Q8IZT6,3218,NP
Q8IZT6,3250,NP
Q8IZT6,3259,NP
Q8IZT6,3263,NP
Q8IZT6,3318,NP
Q8IZT6,3329,NP
Q8IZT6,3337,NP
Q8IZT6,3353,NP
Q8IZT6,3403,NP
Q8IZT6,3419,NP
Q96BW5,37,NP
Q96BW5,58,NP
Q96BW5,65,NP
Q96BW5,86,NP
Q96BW5,128,NP
Q96BW5,250,NP
Q96BW5,253,NP
Q96BW5,263,NP
Q96BW5,308,NP
O60828,40,NP
O60828,53,NP
O60828,64,NP
O60828,65,NP
O60828,165,NP
Q7Z3T8,4,NP
Q7Z3T8,705,NP
Q7Z3T8,801,NP
Q7Z3T8,998,NP
Q7Z3T8,1007,NP
Q7Z3T8,1076,NP
Q7Z3T8,1081,NP
Q7Z3T8,1083,NP
Q7Z3T8,1122,NP
Q7Z3T8,1130,NP
Q7Z3T8,1263,NP
Q7Z3T8,1301,NP
Q7Z3T8,1434,NP
Q7Z3T8,1448,NP
Q7Z3T8,1503,NP
Q9UIB8,62,NP
Q9UIB8,81,NP
Q9UIB8,82,NP
Q9UIB8,92,NP
Q9UIB8,107,NP
Q9UIB8,118,NP
Q9UIB8,124,NP
Q9UIB8,129,NP
Q9UIB8,166,NP
Q9UIB8,191,NP
Q9UIB8,271,NP
Q6ZRH7,92,NP
Q6ZRH7,97,NP
Q6ZRH7,98,NP
Q6ZRH7,103,NP
Q6ZRH7,137,NP
Q6ZRH7,170,NP
Q6ZRH7,231,NP
Q6ZRH7,260,NP
Q6ZRH7,287,NP
Q6ZRH7,298,NP
Q6ZRH7,316,NP
Q6ZRH7,317,NP
Q6ZRH7,322,NP
Q6ZRH7,326,NP
Q6ZRH7,351,NP
Q6ZRH7,359,NP
Q6ZRH7,371,NP
Q6ZRH7,409,NP
Q6ZRH7,414,NP
Q6ZRH7,424,NP
Q6ZRH7,436,NP
Q6ZRH7,447,NP
Q6ZRH7,470,NP
Q6ZRH7,485,NP
Q6ZRH7,507,NP
Q6ZRH7,539,NP
Q6ZRH7,545,NP
Q6ZRH7,548,NP
Q6ZRH7,571,NP
Q6ZRH7,582,NP
Q6ZRH7,588,NP
Q6ZRH7,592,NP
Q6ZRH7,614,NP
Q6ZRH7,621,NP
Q6ZRH7,629,NP
Q6ZRH7,654,NP
Q6ZRH7,660,NP
Q6ZRH7,682,NP
Q6ZRH7,687,NP
Q6ZRH7,688,NP
Q6ZRH7,696,NP
Q6ZRH7,700,NP
Q6ZRH7,721,NP
Q6ZRH7,722,NP
Q6ZRH7,742,NP
Q6ZRH7,746,NP
Q6ZRH7,752,NP
Q6ZRH7,766,NP
Q6ZRH7,835,NP
Q6ZRH7,894,NP
Q6ZRH7,898,NP
Q6ZRH7,906,NP
Q6ZRH7,926,NP
Q6ZRH7,946,NP
Q6ZRH7,963,NP
Q6ZRH7,969,NP
Q6ZRH7,1017,NP
Q6ZRH7,1045,NP
Q6ZRH7,1048,NP
Q6ZRH7,1084,NP
Q6ZRH7,1114,NP
Q6ZRH7,1115,NP
Q6ZRH7,1117,NP
Q8NBF1,39,NP
Q8NBF1,168,NP
Q8NBF1,206,NP
Q8NBF1,247,NP
Q8NBF1,292,NP
Q8NBF1,322,NP
Q8NBF1,333,NP
Q8NBF1,403,NP
Q8NBF1,497,NP
Q8NBF1,514,NP
Q8NBF1,527,NP
Q8NBF1,531,NP
Q8NBF1,558,NP
Q8NBF1,570,NP
Q8NBF1,617,NP
Q92667,182,NP
Q92667,262,NP
Q92667,435,NP
Q92667,629,NP
Q92667,642,NP
Q92667,648,NP
Q92667,684,NP
Q92667,744,NP
Q92667,747,NP
Q92667,783,NP
Q92667,793,NP
Q92667,796,NP
Q92667,799,NP
Q92667,862,NP
Q92667,899,NP
P21854,95,NP
P21854,118,NP
P21854,246,NP
P21854,275,NP
P21854,281,NP
P21854,282,NP
P21854,297,NP
P21854,319,NP
P21854,348,NP
Q9UHI6,230,NP
Q9UHI6,246,NP
Q9UHI6,257,NP
Q9UHI6,279,NP
Q9UHI6,280,NP
Q9UHI6,286,NP
Q9UHI6,393,NP
Q9UHI6,412,NP
Q9UHI6,587,NP
Q9UHI6,598,NP
Q9UHI6,601,NP
Q9UHI6,659,NP
Q9UHI6,773,NP
Q9UHI6,776,NP
Q9UHI6,780,NP
Q9UHI6,781,NP
Q9UHI6,787,NP
Q9UHI6,788,NP
Q9UHI6,795,NP
Q9UHI6,796,NP
Q9UHI6,809,NP
Q9UHI6,815,NP
Q99569,126,NP
Q99569,551,NP
Q99569,723,NP
Q99569,734,NP
Q99569,751,NP
Q99569,830,NP
Q99569,863,NP
Q99569,912,NP
Q99569,994,NP
Q99569,1072,NP
Q99569,1184,NP
P45379,11,NP
P45379,269,NP
Q8WXI3,112,NP
Q8WXI3,325,NP
Q8WXI3,387,NP
Q8WXI3,412,NP
Q8WXI3,467,NP
Q6UVY6,25,NP
Q6UVY6,37,NP
Q6UVY6,59,NP
Q6UVY6,86,NP
Q6UVY6,90,NP
Q6UVY6,147,NP
Q6UVY6,159,NP
Q6UVY6,186,NP
Q6UVY6,203,NP
Q6UVY6,240,NP
Q6UVY6,258,NP
Q6UVY6,285,NP
Q6UVY6,301,NP
Q6UVY6,308,NP
Q6UVY6,313,NP
Q6UVY6,327,NP
Q6UVY6,334,NP
Q6UVY6,413,NP
Q6UVY6,426,NP
Q6UVY6,445,NP
Q6UVY6,468,NP
Q6UVY6,471,NP
Q6UVY6,472,NP
Q6UVY6,499,NP
Q6UVY6,515,NP
Q9UK32,65,NP
Q9UK32,102,NP
Q9UK32,140,NP
Q9UK32,178,NP
Q9UK32,196,NP
Q9UK32,259,NP
Q9UK32,339,NP
Q9UK32,399,NP
Q9UK32,426,NP
Q9UK32,492,NP
Q9UK32,494,NP
Q9UK32,533,NP
Q9UK32,551,NP
Q9UK32,584,NP
Q9UK32,599,NP
Q9UK32,613,NP
Q9UK32,619,NP
Q9UK32,672,NP
Q16236,46,NP
Q16236,102,NP
Q16236,115,NP
Q16236,226,NP
Q16236,229,NP
Q16236,286,NP
Q16236,366,NP
Q16236,581,NP
Q53TN4,6,NP
Q53TN4,34,NP
Q53TN4,69,NP
Q53TN4,117,NP
Q53TN4,131,NP
Q53TN4,161,NP
Q53TN4,191,NP
Q6VMQ6,30,NP
Q6VMQ6,64,NP
Q6VMQ6,572,NP
Q6VMQ6,577,NP
Q6VMQ6,689,NP
Q6VMQ6,1064,NP
Q6VMQ6,1105,NP
Q6VMQ6,1196,NP
Q6VMQ6,1199,NP
Q6VMQ6,1201,NP
Q6VMQ6,1239,NP
Q6VMQ6,1240,NP
Q6VMQ6,1249,NP
Q5H9S7,61,NP
Q5H9S7,67,NP
Q5H9S7,71,NP
Q5H9S7,86,NP
Q5H9S7,117,NP
Q5H9S7,145,NP
Q5H9S7,149,NP
Q5H9S7,154,NP
Q5H9S7,189,NP
Q5H9S7,236,NP
Q5H9S7,304,NP
Q5H9S7,346,NP
Q5H9S7,429,NP
Q5H9S7,459,NP
Q5H9S7,476,NP
Q5H9S7,501,NP
Q5H9S7,503,NP
O96028,132,NP
O96028,233,NP
O96028,249,NP
O96028,262,NP
O96028,348,NP
O96028,502,NP
O96028,572,NP
O96028,641,NP
O96028,668,NP
O96028,739,NP
O96028,747,NP
O96028,792,NP
O96028,891,NP
O96028,928,NP
O96028,929,NP
O96028,939,NP
O96028,948,NP
O96028,991,NP
O96028,1000,NP
O96028,1006,NP
O96028,1062,NP
O96028,1092,NP
O96028,1118,NP
O96028,1136,NP
O96028,1179,NP
O96028,1263,NP
O96028,1322,NP
P26640,24,NP
P26640,102,NP
P26640,151,NP
P26640,210,NP
P26640,304,NP
P26640,310,NP
P26640,323,NP
P26640,506,NP
P26640,520,NP
P26640,556,NP
P26640,679,NP
P26640,753,NP
P26640,814,NP
P26640,850,NP
P26640,946,NP
P26640,1005,NP
P26640,1015,NP
P26640,1020,NP
P26640,1026,NP
P26640,1050,NP
P26640,1091,NP
P26640,1153,NP
P26640,1227,NP
Q6P656,6,NP
Q6P656,20,NP
Q6P656,63,NP
Q6P656,66,NP
Q6P656,182,NP
Q6P656,206,NP
Q6P656,239,NP
Q6P656,251,NP
P83876,3,NP
P83876,59,NP
P83876,120,NP
P83876,136,NP
P83876,140,NP
P83876,142,NP
Q86TV6,56,NP
Q86TV6,108,NP
Q86TV6,113,NP
Q86TV6,120,NP
Q86TV6,136,NP
Q86TV6,145,NP
Q86TV6,176,NP
Q86TV6,186,NP
Q86TV6,229,NP
Q86TV6,278,NP
Q86TV6,313,NP
Q86TV6,366,NP
Q86TV6,379,NP
Q86TV6,401,NP
Q86TV6,473,NP
Q86TV6,480,NP
Q86TV6,520,NP
Q86TV6,537,NP
Q86TV6,565,NP
Q86TV6,579,NP
Q86TV6,617,NP
Q86TV6,706,NP
Q86TV6,734,NP
Q86TV6,753,NP
Q9C0J8,27,NP
Q9C0J8,59,NP
Q9C0J8,66,NP
Q9C0J8,88,NP
Q9C0J8,89,NP
Q9C0J8,184,NP
Q9C0J8,187,NP
Q9C0J8,415,NP
Q9C0J8,430,NP
Q9C0J8,1288,NP
Q14257,39,NP
Q14257,97,NP
Q14257,109,NP
Q14257,122,NP
Q14257,127,NP
Q14257,185,NP
Q14257,215,NP
Q14257,239,NP
Q14257,303,NP
Q14257,313,NP
Q13045,24,NP
Q13045,47,NP
Q13045,155,NP
Q13045,243,NP
Q13045,298,NP
Q13045,546,NP
Q13045,547,NP
Q13045,571,NP
Q13045,600,NP
Q13045,610,NP
Q13045,617,NP
Q13045,622,NP
Q13045,625,NP
Q13045,729,NP
Q13045,745,NP
Q13045,776,NP
Q13045,846,NP
Q13045,929,NP
Q13045,934,NP
Q13045,940,NP
Q13045,985,NP
Q13045,1057,NP
Q13045,1129,NP
Q13045,1154,NP
Q13045,1160,NP
Q13045,1205,NP
Q9GZU2,21,NP
Q9GZU2,54,NP
Q9GZU2,94,NP
Q9GZU2,124,NP
Q9GZU2,218,NP
Q9GZU2,228,NP
Q9GZU2,251,NP
Q9GZU2,366,NP
Q9GZU2,394,NP
Q9GZU2,452,NP
Q9GZU2,480,NP
Q9GZU2,482,NP
Q9GZU2,531,NP
Q9GZU2,557,NP
Q9GZU2,563,NP
Q9GZU2,621,NP
Q9GZU2,627,NP
Q9GZU2,679,NP
Q9GZU2,718,NP
Q9GZU2,769,NP
Q9GZU2,864,NP
Q9GZU2,891,NP
Q9GZU2,932,NP
Q9GZU2,941,NP
Q9GZU2,969,NP
Q9GZU2,1019,NP
Q9GZU2,1024,NP
Q9GZU2,1053,NP
Q9GZU2,1107,NP
Q9GZU2,1140,NP
Q9GZU2,1153,NP
Q9GZU2,1157,NP
Q9GZU2,1191,NP
Q9GZU2,1309,NP
Q9GZU2,1311,NP
Q9GZU2,1315,NP
Q9GZU2,1332,NP
Q9GZU2,1504,NP
Q9GZU2,1505,NP
Q9GZU2,1545,NP
Q9GZU2,1563,NP
P10606,120,NP
Q8TD57,73,NP
Q8TD57,82,NP
Q8TD57,114,NP
Q8TD57,130,NP
Q8TD57,234,NP
Q8TD57,235,NP
Q8TD57,236,NP
Q8TD57,237,NP
Q8TD57,287,NP
Q8TD57,288,NP
Q8TD57,298,NP
Q8TD57,333,NP
Q8TD57,428,NP
Q8TD57,437,NP
Q8TD57,477,NP
Q8TD57,531,NP
Q8TD57,606,NP
Q8TD57,610,NP
Q8TD57,613,NP
Q8TD57,705,NP
Q8TD57,757,NP
Q8TD57,762,NP
Q8TD57,800,NP
Q8TD57,869,NP
Q8TD57,877,NP
Q8TD57,911,NP
Q8TD57,940,NP
Q8TD57,966,NP
Q8TD57,1002,NP
Q8TD57,1025,NP
Q8TD57,1092,NP
Q8TD57,1119,NP
Q8TD57,1163,NP
Q8TD57,1235,NP
Q8TD57,1269,NP
Q8TD57,1373,NP
Q8TD57,1374,NP
Q8TD57,1391,NP
Q8TD57,1393,NP
Q8TD57,1395,NP
Q8TD57,1412,NP
Q8TD57,1461,NP
Q8TD57,1535,NP
Q8TD57,1559,NP
Q8TD57,1568,NP
Q8TD57,1601,NP
Q8TD57,1620,NP
Q8TD57,1667,NP
Q8TD57,1697,NP
Q8TD57,1706,NP
Q8TD57,1720,NP
Q8TD57,1757,NP
Q8TD57,1852,NP
Q8TD57,1867,NP
Q8TD57,1921,NP
Q8TD57,2011,NP
Q8TD57,2014,NP
Q8TD57,2029,NP
Q8TD57,2063,NP
Q8TD57,2096,NP
Q8TD57,2151,NP
Q8TD57,2168,NP
Q8TD57,2243,NP
Q8TD57,2255,NP
Q8TD57,2271,NP
Q8TD57,2308,NP
Q8TD57,2312,NP
Q8TD57,2366,NP
Q8TD57,2376,NP
Q8TD57,2392,NP
Q8TD57,2453,NP
Q8TD57,2456,NP
Q8TD57,2464,NP
Q8TD57,2549,NP
Q8TD57,2627,NP
Q8TD57,2648,NP
Q8TD57,2654,NP
Q8TD57,2679,NP
Q8TD57,2894,NP
Q8TD57,2992,NP
Q8TD57,3008,NP
Q8TD57,3016,NP
Q8TD57,3111,NP
Q8TD57,3154,NP
Q8TD57,3164,NP
Q8TD57,3171,NP
Q8TD57,3181,NP
Q8TD57,3294,NP
Q8TD57,3318,NP
Q8TD57,3320,NP
Q8TD57,3329,NP
Q8TD57,3348,NP
Q8TD57,3358,NP
Q8TD57,3394,NP
Q8TD57,3407,NP
Q8TD57,3450,NP
Q8TD57,3500,NP
Q8TD57,3512,NP
Q8TD57,3615,NP
Q8TD57,3647,NP
Q8TD57,3727,NP
Q8TD57,3734,NP
Q8TD57,3755,NP
Q8TD57,3763,NP
Q8TD57,3764,NP
Q8TD57,3772,NP
Q8TD57,3773,NP
Q8TD57,3780,NP
Q8TD57,3783,NP
Q8TD57,3786,NP
Q8TD57,3970,NP
Q8TD57,3983,NP
Q8TD57,3987,NP
Q8TD57,4016,NP
Q8TD57,4043,NP
Q8TD57,4065,NP
Q8TD57,4070,NP
Q8TD57,4088,NP
Q32MH5,11,NP
Q32MH5,14,NP
Q32MH5,53,NP
Q32MH5,100,NP
Q32MH5,176,NP
Q32MH5,222,NP
Q32MH5,236,NP
Q32MH5,291,NP
Q32MH5,301,NP
Q32MH5,463,NP
Q32MH5,525,NP
Q32MH5,598,NP
Q32MH5,641,NP
Q32MH5,656,NP
Q32MH5,695,NP
Q32MH5,699,NP
Q32MH5,726,NP
Q32MH5,760,NP
Q32MH5,889,NP
Q32MH5,924,NP
Q32MH5,935,NP
Q32MH5,976,NP
Q32MH5,1036,NP
Q32MH5,1058,NP
Q32MH5,1063,NP
Q9H7U1,18,NP
Q9H7U1,50,NP
Q9H7U1,72,NP
Q9H7U1,254,NP
Q9H7U1,288,NP
Q9H7U1,294,NP
Q9H7U1,373,NP
Q9H7U1,493,NP
Q9H7U1,511,NP
Q9H7U1,530,NP
Q9H7U1,605,NP
Q9H7U1,613,NP
Q9H7U1,627,NP
Q9H7U1,638,NP
Q9H7U1,715,NP
Q9H7U1,762,NP
Q9H7U1,766,NP
Q9H7U1,778,NP
Q9H7U1,830,NP
Q3SY69,18,NP
Q3SY69,38,NP
Q3SY69,95,NP
Q3SY69,186,NP
Q3SY69,222,NP
Q3SY69,267,NP
Q3SY69,326,NP
Q3SY69,400,NP
Q3SY69,429,NP
Q3SY69,443,NP
Q3SY69,460,NP
Q3SY69,476,NP
Q3SY69,511,NP
Q3SY69,536,NP
Q3SY69,553,NP
Q3SY69,596,NP
Q3SY69,782,NP
Q3SY69,795,NP
Q3SY69,818,NP
Q3SY69,820,NP
Q3SY69,853,NP
Q3SY69,869,NP
Q3SY69,913,NP
Q3SY69,923,NP
Q9H6H4,21,NP
Q9H6H4,24,NP
Q9H6H4,35,NP
Q9H6H4,41,NP
Q9H6H4,65,NP
Q9H6H4,66,NP
Q9H6H4,80,NP
Q9H6H4,88,NP
Q6P2E9,40,NP
Q6P2E9,132,NP
Q6P2E9,133,NP
Q6P2E9,134,NP
Q6P2E9,320,NP
Q6P2E9,327,NP
Q6P2E9,420,NP
Q6P2E9,432,NP
Q6P2E9,1114,NP
Q6P2E9,1295,NP
Q6P2E9,1339,NP
P58658,36,NP
P58658,55,NP
P58658,66,NP
P58658,72,NP
P58658,90,NP
P58658,94,NP
P58658,151,NP
P58658,187,NP
P58658,191,NP
P58658,216,NP
P58658,227,NP
P58658,252,NP
P58658,257,NP
P58658,314,NP
P58658,398,NP
P58658,401,NP
P58658,441,NP
Q99523,145,NP
Q99523,150,NP
Q99523,222,NP
Q99523,229,NP
Q99523,272,NP
Q99523,304,NP
Q99523,351,NP
Q99523,386,NP
Q99523,395,NP
Q99523,414,NP
Q99523,466,NP
Q99523,506,NP
Q99523,513,NP
Q99523,524,NP
Q99523,525,NP
Q99523,560,NP
Q99523,568,NP
Q99523,600,NP
Q99523,617,NP
Q99523,630,NP
Q99523,638,NP
Q99523,657,NP
Q99523,679,NP
Q99523,680,NP
Q99523,704,NP
Q99523,715,NP
Q99523,781,NP
Q9UMS0,30,NP
Q9UMS0,53,NP
Q9UMS0,58,NP
Q9UMS0,138,NP
Q9UMS0,231,NP
O43143,127,NP
O43143,177,NP
O43143,235,NP
O43143,303,NP
O43143,323,NP
O43143,389,NP
O43143,447,NP
O43143,485,NP
O43143,545,NP
O43143,581,NP
O43143,645,NP
O43143,651,NP
O43143,685,NP
O43143,697,NP
O43143,736,NP
O43143,746,NP
O43143,765,NP
O43143,766,NP
Q04206,20,NP
Q04206,36,NP
Q04206,66,NP
Q04206,100,NP
Q04206,152,NP
Q04206,227,NP
Q04206,257,NP
Q04206,288,NP
Q04206,349,NP
Q04206,360,NP
Q04206,496,NP
Q9Y6I3,48,NP
Q9Y6I3,75,NP
Q9Y6I3,83,NP
Q02241,60,NP
Q02241,68,NP
Q02241,73,NP
Q02241,151,NP
Q02241,216,NP
Q02241,222,NP
Q02241,226,NP
Q02241,229,NP
Q02241,231,NP
Q02241,261,NP
Q02241,400,NP
Q02241,420,NP
Q02241,455,NP
Q02241,570,NP
Q02241,694,NP
Q02241,769,NP
Q02241,858,NP
P22676,10,NP
